Gene,SV type, SV key
ENSMMUP00000028881.3,NA,NA
ENSMMUP00000047724.1,NA,NA
ENSMMUP00000036811.2,NA,NA
ENSMMUP00000030085.2,NA,NA
ENSMMUP00000004769.2,NA,NA
ENSMMUP00000051295.1,NA,NA
ENSMMUP00000016523.3,NA,NA
ENSMMUP00000061074.1,NA,NA
ENSMMUP00000030270.3,NA,NA
ENSMMUP00000051571.1,NA,NA
ENSMMUP00000051428.1,NA,NA
ENSMMUP00000058185.1,NA,NA
ENSMMUP00000027980.1,NA,NA
ENSMMUP00000060158.1,NA,NA
ENSMMUP00000012787.3,NA,NA
ENSMMUP00000030278.3,NA,NA
ENSMMUP00000035358.2,NA,NA
ENSMMUP00000043867.1,NA,NA
ENSMMUP00000027988.2,NA,NA
ENSMMUP00000001139.3,NA,NA
ENSMMUP00000052624.1,NA,NA
ENSMMUP00000045339.1,NA,NA
ENSMMUP00000000812.2,NA,NA
ENSMMUP00000017383.1,NA,NA
ENSMMUP00000044708.1,NA,NA
ENSMMUP00000018051.2,NA,NA
ENSMMUP00000055808.1,NA,NA
ENSMMUP00000021228.3,NA,NA
ENSMMUP00000056104.1,NA,NA
ENSMMUP00000050656.1,NA,NA
ENSMMUP00000017036.2,NA,NA
ENSMMUP00000057526.1,NA,NA
ENSMMUP00000045888.1,NA,NA
ENSMMUP00000012938.3,NA,NA
ENSMMUP00000001125.2,NA,NA
ENSMMUP00000023701.3,NA,NA
ENSMMUP00000060458.1,NA,NA
ENSMMUP00000058191.1,NA,NA
ENSMMUP00000030686.2,NA,NA
ENSMMUP00000018390.2,NA,NA
ENSMMUP00000018462.3,NA,NA
ENSMMUP00000043165.1,NA,NA
ENSMMUP00000037776.2,NA,NA
ENSMMUP00000018182.2,NA,NA
ENSMMUP00000049436.1,NA,NA
ENSMMUP00000021467.3,NA,NA
ENSMMUP00000008889.3,NA,NA
ENSMMUP00000023062.3,NA,NA
ENSMMUP00000017008.3,NA,NA
ENSMMUP00000024855.2,NA,NA
ENSMMUP00000053471.1,NA,NA
ENSMMUP00000022518.1,NA,NA
ENSMMUP00000003852.3,NA,NA
ENSMMUP00000058716.1,NA,NA
ENSMMUP00000043449.1,NA,NA
ENSMMUP00000004854.3,NA,NA
ENSMMUP00000033656.2,NA,NA
ENSMMUP00000022148.3,NA,NA
ENSMMUP00000033343.2,NA,NA
ENSMMUP00000002401.3,NA,NA
ENSMMUP00000046230.1,NA,NA
ENSMMUP00000042427.1,NA,NA
ENSMMUP00000017697.3,NA,NA
ENSMMUP00000009981.3,NA,NA
ENSMMUP00000027402.3,NA,NA
ENSMMUP00000024721.2,NA,NA
ENSMMUP00000027037.2,NA,NA
ENSMMUP00000025973.3,NA,NA
ENSMMUP00000048427.1,NA,NA
ENSMMUP00000059053.1,NA,NA
ENSMMUP00000013287.3,NA,NA
ENSMMUP00000048368.1,NA,NA
ENSMMUP00000059368.1,NA,NA
ENSMMUP00000058720.1,NA,NA
ENSMMUP00000012594.2,NA,NA
ENSMMUP00000047271.1,NA,NA
ENSMMUP00000027174.2,NA,NA
ENSMMUP00000045892.1,NA,NA
ENSMMUP00000029897.3,NA,NA
ENSMMUP00000056963.1,NA,NA
ENSMMUP00000033196.2,NA,NA
ENSMMUP00000003471.3,NA,NA
ENSMMUP00000012202.2,NA,NA
ENSMMUP00000024957.2,NA,NA
ENSMMUP00000046122.1,NA,NA
ENSMMUP00000000284.3,NA,NA
ENSMMUP00000055713.1,NA,NA
ENSMMUP00000057488.1,NA,NA
ENSMMUP00000013457.3,NA,NA
ENSMMUP00000015235.2,NA,NA
ENSMMUP00000045983.1,NA,NA
ENSMMUP00000013446.3,NA,NA
ENSMMUP00000016166.2,NA,NA
ENSMMUP00000010783.3,NA,NA
ENSMMUP00000007374.3,NA,NA
ENSMMUP00000057230.1,NA,NA
ENSMMUP00000060454.1,NA,NA
ENSMMUP00000020373.2,NA,NA
ENSMMUP00000054119.1,NA,NA
ENSMMUP00000009543.3,NA,NA
ENSMMUP00000056463.1,NA,NA
ENSMMUP00000050030.1,NA,NA
ENSMMUP00000037212.2,NA,NA
ENSMMUP00000028391.3,NA,NA
ENSMMUP00000023038.3,NA,NA
ENSMMUP00000048042.1,NA,NA
ENSMMUP00000028694.3,NA,NA
ENSMMUP00000042778.1,NA,NA
ENSMMUP00000059524.1,NA,NA
ENSMMUP00000017467.3,NA,NA
ENSMMUP00000002302.2,NA,NA
ENSMMUP00000018909.2,NA,NA
ENSMMUP00000060948.1,NA,NA
ENSMMUP00000025380.3,NA,NA
ENSMMUP00000035050.2,NA,NA
ENSMMUP00000020340.3,NA,NA
ENSMMUP00000023401.3,NA,NA
ENSMMUP00000005238.3,NA,NA
ENSMMUP00000015955.2,NA,NA
ENSMMUP00000018385.2,NA,NA
ENSMMUP00000047718.1,NA,NA
ENSMMUP00000026034.3,NA,NA
ENSMMUP00000051734.1,NA,NA
ENSMMUP00000036466.2,NA,NA
ENSMMUP00000004660.3,NA,NA
ENSMMUP00000027445.3,NA,NA
ENSMMUP00000017160.2,NA,NA
ENSMMUP00000005072.3,NA,NA
ENSMMUP00000042389.1,NA,NA
ENSMMUP00000011981.2,NA,NA
ENSMMUP00000015528.2,NA,NA
ENSMMUP00000018808.3,NA,NA
ENSMMUP00000026527.2,NA,NA
ENSMMUP00000014989.3,NA,NA
ENSMMUP00000027665.3,NA,NA
ENSMMUP00000043202.1,NA,NA
ENSMMUP00000005876.3,NA,NA
ENSMMUP00000037548.2,NA,NA
ENSMMUP00000045402.1,NA,NA
ENSMMUP00000040162.2,NA,NA
ENSMMUP00000010602.3,NA,NA
ENSMMUP00000036708.2,NA,NA
ENSMMUP00000040908.2,NA,NA
ENSMMUP00000052473.1,NA,NA
ENSMMUP00000009670.3,NA,NA
ENSMMUP00000025673.3,NA,NA
ENSMMUP00000016202.2,NA,NA
ENSMMUP00000039939.2,NA,NA
ENSMMUP00000012367.3,NA,NA
ENSMMUP00000009875.2,NA,NA
ENSMMUP00000014482.3,NA,NA
ENSMMUP00000043990.1,NA,NA
ENSMMUP00000009366.1,NA,NA
ENSMMUP00000051818.1,NA,NA
ENSMMUP00000054036.1,NA,NA
ENSMMUP00000038268.2,NA,NA
ENSMMUP00000023764.2,NA,NA
ENSMMUP00000030663.3,NA,NA
ENSMMUP00000001617.2,NA,NA
ENSMMUP00000016750.1,NA,NA
ENSMMUP00000002180.2,NA,NA
ENSMMUP00000060053.1,NA,NA
ENSMMUP00000043813.1,NA,NA
ENSMMUP00000056135.1,NA,NA
ENSMMUP00000021236.2,NA,NA
ENSMMUP00000023409.3,NA,NA
ENSMMUP00000056449.1,NA,NA
ENSMMUP00000050109.1,NA,NA
ENSMMUP00000020525.3,NA,NA
ENSMMUP00000034085.2,NA,NA
ENSMMUP00000045966.1,NA,NA
ENSMMUP00000022931.3,NA,NA
ENSMMUP00000037467.2,NA,NA
ENSMMUP00000042890.1,NA,NA
ENSMMUP00000045285.1,NA,NA
ENSMMUP00000005455.3,NA,NA
ENSMMUP00000049942.1,NA,NA
ENSMMUP00000049339.1,NA,NA
ENSMMUP00000022805.3,NA,NA
ENSMMUP00000010986.2,NA,NA
ENSMMUP00000028585.2,NA,NA
ENSMMUP00000040895.2,NA,NA
ENSMMUP00000049899.1,NA,NA
ENSMMUP00000007633.3,NA,NA
ENSMMUP00000058932.1,NA,NA
ENSMMUP00000020908.3,NA,NA
ENSMMUP00000055505.1,NA,NA
ENSMMUP00000047842.1,NA,NA
ENSMMUP00000047141.1,NA,NA
ENSMMUP00000008640.3,NA,NA
ENSMMUP00000013971.3,NA,NA
ENSMMUP00000047336.1,NA,NA
ENSMMUP00000058443.1,NA,NA
ENSMMUP00000055027.1,NA,NA
ENSMMUP00000036001.1,NA,NA
ENSMMUP00000020629.3,NA,NA
ENSMMUP00000007979.2,NA,NA
ENSMMUP00000033091.1,NA,NA
ENSMMUP00000009005.2,NA,NA
ENSMMUP00000055484.1,NA,NA
ENSMMUP00000017708.2,NA,NA
ENSMMUP00000008131.3,NA,NA
ENSMMUP00000054940.1,NA,NA
ENSMMUP00000005441.2,NA,NA
ENSMMUP00000040019.1,NA,NA
ENSMMUP00000023608.3,NA,NA
ENSMMUP00000009881.3,NA,NA
ENSMMUP00000033773.1,NA,NA
ENSMMUP00000030412.1,NA,NA
ENSMMUP00000032574.2,NA,NA
ENSMMUP00000035889.2,NA,NA
ENSMMUP00000007892.3,NA,NA
ENSMMUP00000004975.3,NA,NA
ENSMMUP00000052745.1,NA,NA
ENSMMUP00000001920.3,NA,NA
ENSMMUP00000023918.3,NA,NA
ENSMMUP00000029507.3,NA,NA
ENSMMUP00000041204.2,NA,NA
ENSMMUP00000013263.3,NA,NA
ENSMMUP00000015549.3,NA,NA
ENSMMUP00000038272.2,NA,NA
ENSMMUP00000055470.1,NA,NA
ENSMMUP00000060257.1,NA,NA
ENSMMUP00000020253.3,NA,NA
ENSMMUP00000059198.1,NA,NA
ENSMMUP00000045088.1,NA,NA
ENSMMUP00000048584.1,NA,NA
ENSMMUP00000040975.1,NA,NA
ENSMMUP00000010122.3,NA,NA
ENSMMUP00000040431.2,NA,NA
ENSMMUP00000036690.2,NA,NA
ENSMMUP00000038080.2,NA,NA
ENSMMUP00000057094.1,NA,NA
ENSMMUP00000005982.2,NA,NA
ENSMMUP00000004503.3,NA,NA
ENSMMUP00000016156.3,NA,NA
ENSMMUP00000001727.3,<DEL>,chr17:3476980:<DEL>:742:5405.1
ENSMMUP00000046664.1,NA,NA
ENSMMUP00000042750.1,NA,NA
ENSMMUP00000017996.2,NA,NA
ENSMMUP00000037675.1,NA,NA
ENSMMUP00000025316.3,NA,NA
ENSMMUP00000056469.1,NA,NA
ENSMMUP00000013752.3,NA,NA
ENSMMUP00000025156.2,NA,NA
ENSMMUP00000048337.1,NA,NA
ENSMMUP00000014924.1,NA,NA
ENSMMUP00000038153.2,NA,NA
ENSMMUP00000020244.3,NA,NA
ENSMMUP00000040955.2,NA,NA
ENSMMUP00000040723.2,NA,NA
ENSMMUP00000043528.1,NA,NA
ENSMMUP00000029310.3,NA,NA
ENSMMUP00000042292.1,NA,NA
ENSMMUP00000002495.2,NA,NA
ENSMMUP00000045072.1,NA,NA
ENSMMUP00000038374.2,NA,NA
ENSMMUP00000006974.3,NA,NA
ENSMMUP00000059249.1,NA,NA
ENSMMUP00000036768.2,NA,NA
ENSMMUP00000054874.1,NA,NA
ENSMMUP00000055912.1,NA,NA
ENSMMUP00000024594.3,NA,NA
ENSMMUP00000016587.3,NA,NA
ENSMMUP00000036437.1,NA,NA
ENSMMUP00000048323.1,NA,NA
ENSMMUP00000016168.3,NA,NA
ENSMMUP00000046302.1,NA,NA
ENSMMUP00000040192.1,NA,NA
ENSMMUP00000012377.2,NA,NA
ENSMMUP00000006520.2,NA,NA
ENSMMUP00000038429.2,NA,NA
ENSMMUP00000029011.2,NA,NA
ENSMMUP00000043090.1,NA,NA
ENSMMUP00000021032.2,NA,NA
ENSMMUP00000008828.3,NA,NA
ENSMMUP00000045690.1,NA,NA
ENSMMUP00000042401.1,NA,NA
ENSMMUP00000059229.1,NA,NA
ENSMMUP00000052388.1,NA,NA
ENSMMUP00000015409.3,NA,NA
ENSMMUP00000045805.1,NA,NA
ENSMMUP00000035182.1,NA,NA
ENSMMUP00000047706.1,NA,NA
ENSMMUP00000056729.1,NA,NA
ENSMMUP00000019416.2,NA,NA
ENSMMUP00000022820.3,NA,NA
ENSMMUP00000020916.3,NA,NA
ENSMMUP00000005423.3,NA,NA
ENSMMUP00000029414.2,NA,NA
ENSMMUP00000052977.1,NA,NA
ENSMMUP00000018175.3,NA,NA
ENSMMUP00000021315.3,NA,NA
ENSMMUP00000058312.1,NA,NA
ENSMMUP00000028183.3,NA,NA
ENSMMUP00000024960.2,NA,NA
ENSMMUP00000021754.2,NA,NA
ENSMMUP00000046081.1,NA,NA
ENSMMUP00000059669.1,NA,NA
ENSMMUP00000050311.1,NA,NA
ENSMMUP00000022035.2,NA,NA
ENSMMUP00000055232.1,NA,NA
ENSMMUP00000015734.3,NA,NA
ENSMMUP00000038906.2,NA,NA
ENSMMUP00000039410.2,NA,NA
ENSMMUP00000037766.2,NA,NA
ENSMMUP00000050172.1,NA,NA
ENSMMUP00000011179.2,NA,NA
ENSMMUP00000059480.1,NA,NA
ENSMMUP00000039505.1,NA,NA
ENSMMUP00000060603.1,NA,NA
ENSMMUP00000042309.1,NA,NA
ENSMMUP00000031532.2,NA,NA
ENSMMUP00000004291.3,NA,NA
ENSMMUP00000026867.2,NA,NA
ENSMMUP00000048197.1,NA,NA
ENSMMUP00000017314.3,NA,NA
ENSMMUP00000004781.3,NA,NA
ENSMMUP00000037512.2,NA,NA
ENSMMUP00000054879.1,NA,NA
ENSMMUP00000017683.3,NA,NA
ENSMMUP00000002283.2,NA,NA
ENSMMUP00000033564.2,NA,NA
ENSMMUP00000027275.3,NA,NA
ENSMMUP00000034167.2,NA,NA
ENSMMUP00000047299.1,NA,NA
ENSMMUP00000059255.1,NA,NA
ENSMMUP00000017322.1,NA,NA
ENSMMUP00000050205.1,NA,NA
ENSMMUP00000060025.1,NA,NA
ENSMMUP00000041345.2,NA,NA
ENSMMUP00000002504.3,NA,NA
ENSMMUP00000048372.1,NA,NA
ENSMMUP00000054640.1,NA,NA
ENSMMUP00000011698.2,NA,NA
ENSMMUP00000057760.1,NA,NA
ENSMMUP00000030694.3,NA,NA
ENSMMUP00000006951.3,NA,NA
ENSMMUP00000056882.1,NA,NA
ENSMMUP00000058829.1,NA,NA
ENSMMUP00000028377.3,NA,NA
ENSMMUP00000020482.3,NA,NA
ENSMMUP00000001762.1,NA,NA
ENSMMUP00000052108.1,NA,NA
ENSMMUP00000022387.2,NA,NA
ENSMMUP00000045310.1,NA,NA
ENSMMUP00000002443.1,NA,NA
ENSMMUP00000053619.1,NA,NA
ENSMMUP00000044570.1,NA,NA
ENSMMUP00000016392.3,NA,NA
ENSMMUP00000002896.2,NA,NA
ENSMMUP00000023508.3,NA,NA
ENSMMUP00000014855.3,NA,NA
ENSMMUP00000056548.1,NA,NA
ENSMMUP00000027886.3,NA,NA
ENSMMUP00000039234.2,NA,NA
ENSMMUP00000055584.1,NA,NA
ENSMMUP00000010929.2,NA,NA
ENSMMUP00000043160.1,NA,NA
ENSMMUP00000051712.1,NA,NA
ENSMMUP00000013649.3,NA,NA
ENSMMUP00000047876.1,NA,NA
ENSMMUP00000001829.2,NA,NA
ENSMMUP00000035172.2,NA,NA
ENSMMUP00000031463.2,NA,NA
ENSMMUP00000044960.1,NA,NA
ENSMMUP00000017638.2,NA,NA
ENSMMUP00000020166.3,NA,NA
ENSMMUP00000009940.3,NA,NA
ENSMMUP00000029816.3,NA,NA
ENSMMUP00000021936.3,NA,NA
ENSMMUP00000012170.2,NA,NA
ENSMMUP00000022809.3,NA,NA
ENSMMUP00000024992.3,NA,NA
ENSMMUP00000048207.1,NA,NA
ENSMMUP00000036080.2,NA,NA
ENSMMUP00000054338.1,NA,NA
ENSMMUP00000042374.1,NA,NA
ENSMMUP00000007191.3,NA,NA
ENSMMUP00000014513.3,NA,NA
ENSMMUP00000041478.1,NA,NA
ENSMMUP00000017273.3,NA,NA
ENSMMUP00000024331.2,NA,NA
ENSMMUP00000046939.1,NA,NA
ENSMMUP00000057171.1,NA,NA
ENSMMUP00000016213.2,NA,NA
ENSMMUP00000025611.3,NA,NA
ENSMMUP00000007121.3,NA,NA
ENSMMUP00000043694.1,NA,NA
ENSMMUP00000021389.2,NA,NA
ENSMMUP00000007542.2,NA,NA
ENSMMUP00000055927.1,NA,NA
ENSMMUP00000055974.1,NA,NA
ENSMMUP00000026320.3,NA,NA
ENSMMUP00000020748.3,NA,NA
ENSMMUP00000027312.2,NA,NA
ENSMMUP00000011505.3,NA,NA
ENSMMUP00000021495.3,NA,NA
ENSMMUP00000050551.1,NA,NA
ENSMMUP00000054983.1,NA,NA
ENSMMUP00000030079.2,NA,NA
ENSMMUP00000047431.1,NA,NA
ENSMMUP00000000693.1,NA,NA
ENSMMUP00000035599.1,NA,NA
ENSMMUP00000012390.3,NA,NA
ENSMMUP00000041433.1,NA,NA
ENSMMUP00000048217.1,NA,NA
ENSMMUP00000026289.2,NA,NA
ENSMMUP00000046959.1,NA,NA
ENSMMUP00000028036.3,NA,NA
ENSMMUP00000039077.2,NA,NA
ENSMMUP00000016457.2,NA,NA
ENSMMUP00000050197.1,NA,NA
ENSMMUP00000006114.2,NA,NA
ENSMMUP00000013220.3,NA,NA
ENSMMUP00000003556.3,NA,NA
ENSMMUP00000058600.1,NA,NA
ENSMMUP00000055887.1,NA,NA
ENSMMUP00000047714.1,NA,NA
ENSMMUP00000017275.3,NA,NA
ENSMMUP00000053037.1,NA,NA
ENSMMUP00000029981.3,NA,NA
ENSMMUP00000003161.2,NA,NA
ENSMMUP00000057038.1,NA,NA
ENSMMUP00000029116.2,NA,NA
ENSMMUP00000008977.3,NA,NA
ENSMMUP00000057886.1,NA,NA
ENSMMUP00000014227.2,NA,NA
ENSMMUP00000050855.1,NA,NA
ENSMMUP00000006931.3,NA,NA
ENSMMUP00000051913.1,NA,NA
ENSMMUP00000042182.1,NA,NA
ENSMMUP00000044171.1,NA,NA
ENSMMUP00000011807.3,NA,NA
ENSMMUP00000059330.1,NA,NA
ENSMMUP00000004379.2,NA,NA
ENSMMUP00000002459.3,NA,NA
ENSMMUP00000033035.2,NA,NA
ENSMMUP00000036560.2,NA,NA
ENSMMUP00000047285.1,NA,NA
ENSMMUP00000013208.3,NA,NA
ENSMMUP00000010587.1,NA,NA
ENSMMUP00000006461.1,NA,NA
ENSMMUP00000007870.3,NA,NA
ENSMMUP00000004350.3,NA,NA
ENSMMUP00000022990.3,NA,NA
ENSMMUP00000018792.3,NA,NA
ENSMMUP00000026750.3,NA,NA
ENSMMUP00000059137.1,NA,NA
ENSMMUP00000006876.2,NA,NA
ENSMMUP00000054877.1,NA,NA
ENSMMUP00000056227.1,NA,NA
ENSMMUP00000012224.3,NA,NA
ENSMMUP00000046459.1,NA,NA
ENSMMUP00000036570.2,NA,NA
ENSMMUP00000052196.1,NA,NA
ENSMMUP00000012015.3,NA,NA
ENSMMUP00000048593.1,NA,NA
ENSMMUP00000004365.2,NA,NA
ENSMMUP00000007208.3,NA,NA
ENSMMUP00000026851.2,NA,NA
ENSMMUP00000002702.1,NA,NA
ENSMMUP00000004150.3,NA,NA
ENSMMUP00000026777.2,NA,NA
ENSMMUP00000023301.3,NA,NA
ENSMMUP00000005888.3,NA,NA
ENSMMUP00000047983.1,NA,NA
ENSMMUP00000058791.1,NA,NA
ENSMMUP00000034940.2,NA,NA
ENSMMUP00000055001.1,NA,NA
ENSMMUP00000016558.3,NA,NA
ENSMMUP00000044332.1,NA,NA
ENSMMUP00000004652.3,NA,NA
ENSMMUP00000012427.3,NA,NA
ENSMMUP00000059153.1,NA,NA
ENSMMUP00000021413.3,NA,NA
ENSMMUP00000049100.1,NA,NA
ENSMMUP00000056203.1,NA,NA
ENSMMUP00000019188.3,NA,NA
ENSMMUP00000004305.3,NA,NA
ENSMMUP00000025544.1,NA,NA
ENSMMUP00000044075.1,NA,NA
ENSMMUP00000016911.2,NA,NA
ENSMMUP00000048723.1,NA,NA
ENSMMUP00000048672.1,NA,NA
ENSMMUP00000057240.1,NA,NA
ENSMMUP00000044664.1,NA,NA
ENSMMUP00000042128.1,NA,NA
ENSMMUP00000056113.1,NA,NA
ENSMMUP00000013535.3,NA,NA
ENSMMUP00000055281.1,NA,NA
ENSMMUP00000045840.1,NA,NA
ENSMMUP00000045268.1,NA,NA
ENSMMUP00000002978.2,NA,NA
ENSMMUP00000004746.2,NA,NA
ENSMMUP00000048122.1,NA,NA
ENSMMUP00000047511.1,NA,NA
ENSMMUP00000051683.1,NA,NA
ENSMMUP00000027890.2,NA,NA
ENSMMUP00000044895.1,NA,NA
ENSMMUP00000022852.1,NA,NA
ENSMMUP00000011571.3,NA,NA
ENSMMUP00000044371.1,NA,NA
ENSMMUP00000014264.1,NA,NA
ENSMMUP00000036153.2,NA,NA
ENSMMUP00000027368.3,NA,NA
ENSMMUP00000029633.2,NA,NA
ENSMMUP00000042812.1,NA,NA
ENSMMUP00000001645.1,NA,NA
ENSMMUP00000038379.2,NA,NA
ENSMMUP00000044212.1,NA,NA
ENSMMUP00000023276.1,NA,NA
ENSMMUP00000026853.3,NA,NA
ENSMMUP00000052428.1,NA,NA
ENSMMUP00000020790.3,NA,NA
ENSMMUP00000001025.3,NA,NA
ENSMMUP00000014202.3,NA,NA
ENSMMUP00000004734.3,NA,NA
ENSMMUP00000030620.3,NA,NA
ENSMMUP00000035298.1,NA,NA
ENSMMUP00000060672.1,NA,NA
ENSMMUP00000017100.2,NA,NA
ENSMMUP00000002338.3,NA,NA
ENSMMUP00000045836.1,NA,NA
ENSMMUP00000045370.1,NA,NA
ENSMMUP00000010170.2,NA,NA
ENSMMUP00000022944.3,NA,NA
ENSMMUP00000035353.2,NA,NA
ENSMMUP00000040648.1,NA,NA
ENSMMUP00000027289.3,NA,NA
ENSMMUP00000060153.1,NA,NA
ENSMMUP00000054190.1,NA,NA
ENSMMUP00000038778.2,NA,NA
ENSMMUP00000031022.2,NA,NA
ENSMMUP00000027394.2,NA,NA
ENSMMUP00000040131.2,NA,NA
ENSMMUP00000013998.3,NA,NA
ENSMMUP00000027811.3,NA,NA
ENSMMUP00000042838.1,NA,NA
ENSMMUP00000052603.1,NA,NA
ENSMMUP00000043952.1,NA,NA
ENSMMUP00000019262.3,NA,NA
ENSMMUP00000010659.2,NA,NA
ENSMMUP00000017458.2,NA,NA
ENSMMUP00000011424.2,NA,NA
ENSMMUP00000005915.3,NA,NA
ENSMMUP00000020721.2,NA,NA
ENSMMUP00000014867.3,NA,NA
ENSMMUP00000003617.3,NA,NA
ENSMMUP00000011759.3,NA,NA
ENSMMUP00000044159.1,NA,NA
ENSMMUP00000047186.1,NA,NA
ENSMMUP00000040519.1,NA,NA
ENSMMUP00000040365.1,NA,NA
ENSMMUP00000016936.2,NA,NA
ENSMMUP00000049435.1,NA,NA
ENSMMUP00000010645.3,NA,NA
ENSMMUP00000024423.3,NA,NA
ENSMMUP00000053223.1,NA,NA
ENSMMUP00000015134.3,NA,NA
ENSMMUP00000018993.3,NA,NA
ENSMMUP00000045678.1,NA,NA
ENSMMUP00000010478.3,NA,NA
ENSMMUP00000060430.1,NA,NA
ENSMMUP00000051301.1,NA,NA
ENSMMUP00000013697.3,NA,NA
ENSMMUP00000001781.3,NA,NA
ENSMMUP00000014920.2,NA,NA
ENSMMUP00000027267.2,NA,NA
ENSMMUP00000018667.3,NA,NA
ENSMMUP00000014079.3,NA,NA
ENSMMUP00000045618.1,NA,NA
ENSMMUP00000049245.1,NA,NA
ENSMMUP00000017577.3,NA,NA
ENSMMUP00000000926.2,NA,NA
ENSMMUP00000045057.1,NA,NA
ENSMMUP00000012971.2,NA,NA
ENSMMUP00000001322.3,NA,NA
ENSMMUP00000029549.3,NA,NA
ENSMMUP00000046084.1,NA,NA
ENSMMUP00000060888.1,NA,NA
ENSMMUP00000003295.3,NA,NA
ENSMMUP00000020974.3,NA,NA
ENSMMUP00000028363.2,NA,NA
ENSMMUP00000028250.3,NA,NA
ENSMMUP00000018628.2,NA,NA
ENSMMUP00000045260.1,NA,NA
ENSMMUP00000013042.2,NA,NA
ENSMMUP00000041522.1,NA,NA
ENSMMUP00000027158.3,NA,NA
ENSMMUP00000042787.1,NA,NA
ENSMMUP00000057924.1,NA,NA
ENSMMUP00000048992.1,NA,NA
ENSMMUP00000057835.1,NA,NA
ENSMMUP00000035587.2,NA,NA
ENSMMUP00000060787.1,NA,NA
ENSMMUP00000056859.1,NA,NA
ENSMMUP00000002339.2,NA,NA
ENSMMUP00000031401.2,NA,NA
ENSMMUP00000051433.1,NA,NA
ENSMMUP00000015395.3,NA,NA
ENSMMUP00000058978.1,NA,NA
ENSMMUP00000047939.1,NA,NA
ENSMMUP00000020833.3,NA,NA
ENSMMUP00000057821.1,NA,NA
ENSMMUP00000004716.3,NA,NA
ENSMMUP00000004244.2,NA,NA
ENSMMUP00000029131.3,NA,NA
ENSMMUP00000053973.1,NA,NA
ENSMMUP00000004607.3,NA,NA
ENSMMUP00000042445.1,NA,NA
ENSMMUP00000015236.3,NA,NA
ENSMMUP00000008677.2,NA,NA
ENSMMUP00000009835.2,NA,NA
ENSMMUP00000056783.1,NA,NA
ENSMMUP00000045998.1,NA,NA
ENSMMUP00000001737.2,NA,NA
ENSMMUP00000022594.3,NA,NA
ENSMMUP00000046107.1,NA,NA
ENSMMUP00000012003.3,NA,NA
ENSMMUP00000034881.1,NA,NA
ENSMMUP00000005246.2,NA,NA
ENSMMUP00000056730.1,NA,NA
ENSMMUP00000022776.3,NA,NA
ENSMMUP00000010631.3,NA,NA
ENSMMUP00000008032.1,NA,NA
ENSMMUP00000048901.1,NA,NA
ENSMMUP00000060137.1,NA,NA
ENSMMUP00000058928.1,NA,NA
ENSMMUP00000030741.3,NA,NA
ENSMMUP00000009246.2,NA,NA
ENSMMUP00000037501.1,NA,NA
ENSMMUP00000037948.2,NA,NA
ENSMMUP00000052598.1,NA,NA
ENSMMUP00000053316.1,NA,NA
ENSMMUP00000004663.2,NA,NA
ENSMMUP00000015575.3,NA,NA
ENSMMUP00000051737.1,NA,NA
ENSMMUP00000056446.1,NA,NA
ENSMMUP00000018258.3,NA,NA
ENSMMUP00000035274.2,NA,NA
ENSMMUP00000051964.1,NA,NA
ENSMMUP00000034082.2,NA,NA
ENSMMUP00000060074.1,NA,NA
ENSMMUP00000015113.3,NA,NA
ENSMMUP00000056863.1,NA,NA
ENSMMUP00000054051.1,NA,NA
ENSMMUP00000003638.3,NA,NA
ENSMMUP00000026102.3,NA,NA
ENSMMUP00000018612.3,NA,NA
ENSMMUP00000027527.3,NA,NA
ENSMMUP00000007329.3,NA,NA
ENSMMUP00000056693.1,NA,NA
ENSMMUP00000028176.3,NA,NA
ENSMMUP00000024780.3,NA,NA
ENSMMUP00000039914.1,NA,NA
ENSMMUP00000048961.1,NA,NA
ENSMMUP00000050523.1,NA,NA
ENSMMUP00000037628.2,NA,NA
ENSMMUP00000012937.2,NA,NA
ENSMMUP00000013708.2,NA,NA
ENSMMUP00000056131.1,NA,NA
ENSMMUP00000048969.1,NA,NA
ENSMMUP00000006687.3,NA,NA
ENSMMUP00000011395.3,NA,NA
ENSMMUP00000058293.1,NA,NA
ENSMMUP00000002337.3,NA,NA
ENSMMUP00000023961.3,NA,NA
ENSMMUP00000042543.1,NA,NA
ENSMMUP00000024744.2,NA,NA
ENSMMUP00000031338.3,NA,NA
ENSMMUP00000029187.2,NA,NA
ENSMMUP00000020676.3,NA,NA
ENSMMUP00000059149.1,NA,NA
ENSMMUP00000048942.1,NA,NA
ENSMMUP00000047571.1,NA,NA
ENSMMUP00000054927.1,NA,NA
ENSMMUP00000050296.1,NA,NA
ENSMMUP00000045552.1,NA,NA
ENSMMUP00000041691.1,NA,NA
ENSMMUP00000054304.1,NA,NA
ENSMMUP00000029539.3,NA,NA
ENSMMUP00000050518.1,NA,NA
ENSMMUP00000024973.2,NA,NA
ENSMMUP00000044418.1,NA,NA
ENSMMUP00000040935.2,NA,NA
ENSMMUP00000013728.3,NA,NA
ENSMMUP00000007656.2,NA,NA
ENSMMUP00000000976.1,NA,NA
ENSMMUP00000052763.1,NA,NA
ENSMMUP00000006804.3,NA,NA
ENSMMUP00000032689.2,NA,NA
ENSMMUP00000031614.2,NA,NA
ENSMMUP00000007747.3,NA,NA
ENSMMUP00000060954.1,NA,NA
ENSMMUP00000006395.3,NA,NA
ENSMMUP00000050483.1,NA,NA
ENSMMUP00000001452.3,NA,NA
